d_antenna_zoom1,s1_spacing,R,z_R,z_new,w_new,w0_new
0.14,0.843939393939394,0.5860021820639789,0.19890927107236478,0.03747804750180439,16.194140009515475,15.9141179379751
0.14,0.856969696969697,0.5894910677117347,0.2012276139300803,0.03228628425185926,16.21131153921316,16.006591003348543
0.14,0.8700000000000001,0.5929677956016376,0.20353989415385337,0.02698383740342454,16.2391449397666,16.09829314455093
0.14,0.883030303030303,0.5964311272900266,0.20584460031760182,0.021570560544850147,16.277822433202612,16.189178027144397
0.14,0.8960606060606061,0.5998797836014887,0.2081401839863692,0.01604638892925457,16.32750487895328,16.279198785563672
0.14,0.9090909090909092,0.6033124437716386,0.21042506101271172,0.01041134229375242,16.388330954694755,16.36830806420425
0.14,0.9221212121212121,0.6067277445946488,0.2126976129760086,0.004665527622077325,16.460416559037355,16.45645806095069
0.14,0.9351515151515152,0.6101242795774506,0.2149561887668172,-0.0011908581601328344,16.543854446346614,16.543600573136068
0.14,0.9481818181818182,0.6135005981026407,0.2171991063178688,-0.007157525568457514,16.638714098478907,16.629687045914228
0.14,0.9612121212121213,0.6168552046022797,0.2194246544827371,-0.013234090032570759,16.745041832587393,16.714668623017047
0.14,0.9742424242424244,0.6201865577449072,0.2216310950626031,-0.019420069470477565,16.862861138631782,16.798496199858615
0.14,0.9872727272727273,0.6234930696382459,0.22381666498089742,-0.02571488197590816,16.99217323503965,16.88112047893801
0.14,1.0003030303030302,0.6267731050502274,0.22597957860491646,-0.032117843630824025,17.132957826321913,16.962492027481332
0.14,1.0133333333333334,0.6300249806511168,0.22811803021279872,-0.0386281664550842,17.285174042509425,17.04256133725286
0.14,1.0263636363636364,0.6332469642796912,0.23023019660349484,-0.045244956505356114,17.448761537173414,17.12127888645357
0.14,1.0393939393939395,0.6364372742365916,0.23231423984659935,-0.051967212135335145,17.62364171859325,17.198595203614147
0.14,1.0524242424242425,0.6395940786081207,0.2343683101681035,-0.05879382242923722,17.809719087359706,17.2744609333775
0.14,1.0654545454545454,0.6427154946239677,0.23639054896732387,-0.06572356582037678,18.006882653326173,17.348826904054654
0.14,1.0784848484848486,0.6457995880524838,0.23837909195942097,-0.07275510890639701,18.215007405273944,17.421644196825817
0.14,1.0915151515151515,0.6488443726373379,0.24033207243708507,-0.07988700547241763,18.433955807840544,17.492864216447014
0.14,1.1045454545454547,0.6518478095795546,0.24224762464412453,-0.08711769573297266,18.66357930204846,17.56243876331131
0.14,1.1175757575757577,0.6548078070691231,0.24412388725284626,-0.0944455058031432,18.903719788028347,17.63032010670232
